address,private_key,name,entry_type
0x0Ca09db7D955750F1E75e75b5a777CF45aa1017f,0xc1db26d219d3a97c3f89dbf411bdd86da60891dfd2bee5cf831c59743fa97638,WhitelistUser001,0
0x71CFFEc6d7C97fCD0ACA68217FAa0Fc684eb1fB1,0x9d08de4695ed3edb2926481c745da035fcc00e989f34f97be8350c4196db7af6,WhitelistUser002,0
0xd82973F4a9766D8b459b8Fbc8a94adb037b67829,0xa5d68abf776f4d78b83b2d0757ae9dc28221220cf585c2b01eafd6e25876bd1a,WhitelistUser003,0
0xf3737403C2D458eec7A001CaF98825E17d1D1D71,0x341229f1524f6f25ed3fabddb0564394bc0061a391029cda0bd0a739fef8524a,WhitelistUser004,0
0x974c976aF5596a59ee5dbF158FbCB61345Fbb317,0x4cab13cca09034302e06ab072a1b4f799c20117a4af20809e2ce76ab11f23c36,WhitelistUser005,0
0x0E79341D685624343485568Fb619a165a414DA7c,0xa95f899c1513d7373013ab019a601856ad958ba0e9d1af853d38b158c45834cd,WhitelistUser006,0
0x869b79290d0755d2B7Ae5D52E133d1ebb2d501f0,0xffbd02a573323a25b8c0f924fc4381a43f9327d37aadfd9942c66d7b94356847,WhitelistUser007,0
0xe0d22A9DFe756D0C8bA7Bd3FB13b084D84C4A421,0x1f47c593d3844612240f4999e284d546009b30bd596e0dd0699a893bf29dd99d,WhitelistUser008,0
0xb11023627F760046CE3758E1F93FA4a22797e2ef,0x87011657a4ce8e9680daac1f7238c1073176ca3f9d6770f7723378dca0a0dfa3,WhitelistUser009,0
0x2EE465e657beA2AA13934DaD972f3c55d5a107E1,0xfd86c8e318466ed5cf213b9e5a6fd28538151c720c0314837a182450afae3aa1,WhitelistUser010,0
0x5c550BC2A81c632ec3142Fd31EB265373DdD6564,0x2d4db81cb658a14cbaea4fe70940e2cb54dcd5c212b7eb0c4ac8db2eb9545050,WhitelistUser011,0
0x1EA2F7881bfd65DC99a90d17EAe440B6A9d7ae32,0xdead76d23ef25b75d11812b3f963a10e62ce15f51c7eb525bdd6f735e6d87639,WhitelistUser012,0
0xE63e50cd53ee86Dad3A8914C9739A63A1c3FEd36,0xecb405582516830ccbfea3527ff2982bb0b4cbd7f5e99d7e32c06ecd3e5fb03d,WhitelistUser013,0
0x4eb281236237bed6771551944E40b0FDaB5b0034,0x7a278c385c754d7ffb688fd8cd416c6dfaf52fbe983501c5fecbab7c7e475ff4,WhitelistUser014,0
0x155a6a414E93B92B0bCB641cd12Df34bC36cc367,0x5140862c590bd6c6e2fa4ca33edf6b64941257740d92687268d121113ac31ada,WhitelistUser015,0
0xb43eDEC14a4213815a63Cf7BCce9d500F5E2D170,0xda0e00afccb83ff785eebda369de215fcd574685b35c4023ddd96035ad391c70,WhitelistUser016,0
0x8F57b08799c58c3EceC159AC5D206dC512B767eA,0x2bfa4e1f3e4df39ed59d45d154afd13d674d4e164bc95ca218c22fa67546468b,WhitelistUser017,0
0x9A7c5Ca69560E6AA47c51d1c4fa89605431E3eCa,0x07f7c613c214f41b49c99a8f0ac685d38536297c5ea1b3df0a4d4762a429eecd,WhitelistUser018,0
0xfc366bD8CeC059D5a3604A0034683098b4879A4e,0x5c593a6d4379dfc40f5cc93accd010e9922ae3b2fd984cfaa1f55fcad53320ec,WhitelistUser019,0
0xDC038336BF32768312B2BF6f42e5f1fC1A2Bc1Ed,0x3f09d5a3f0cfe30979dc42d8283d3cebbe001953fb5f80bb0c2dbef0af2f8cd9,WhitelistUser020,0
0xe5935bA840A4b70a2961F67C462A92eA6D36fEE4,0x5317254104fc5f2ce06079142d91364b8a6e13842652c41cd2c00bf4c236fe1a,WhitelistUser021,0
0x204A217c9E47093460D9e3d8414B99327C825429,0x778a540662f36660741e6ecd8db2765ca52bcb6b216fd842604ac98d2458a279,WhitelistUser022,0
0x3aDb960A9423e72C8a617eCb81f48C6Aa7DcBb39,0x8546011ac5c6bf7f920aef6ca6ccac51533ec56655b0caf053b6a880eda354c3,WhitelistUser023,0
0x3E5cD0135dd04a3Fcc97cBfCba4c6D70E1340A06,0xc8e703551ad98ad2557c62026ba83d8142ad980e5f25698ba47a621053563f10,WhitelistUser024,0
0xcC78e2bc9082D24c22170183acf7556f4602692E,0x870c563e55f222a8e04244454e3e3dddaa83be0f73fab5ccfe89d3409f922206,WhitelistUser025,0
0xf74FC744Ae45b98c89CFA382cC90D8A1938535af,0xd91b10c45e32d05b999e30069ccd3359abf3b2a2ebe76f985b321b5acdb79087,WhitelistUser026,0
0x00214697799D981B47Cd7d9A826DC3406b74C3c2,0xc0cb56180e7a64b3cfcadbae6d4d91039d83ebd38c1a34400b92fad37b3e7da0,WhitelistUser027,0
0x7cC590f8766747864B9cE2Db131BBbEDBE749A0A,0xde0a88e17067a0506f73de938248834d18c99abe41e8203745a6e82675a0f3fc,WhitelistUser028,0
0x13823105CBfE94046dd3C9B50F4462d2A7c25B3F,0x17b6048f3ef04d8305897e7dfed579bd77083dc0349baaf313317a2e059918e9,WhitelistUser029,0
0xE2E12956F3DF9d5c9114352a70Ce2642b83c0C17,0xcccc019fe7f87fe7851991d683c74e7d7b37563a88d31a2d73db13d6ca10b4e4,WhitelistUser030,0
0xbc9414FaB791F39c65cb3d3fF7550e25B6795689,0x26bc66c997bd11efd58dd9ade7e0bf74d405f8458e2245d4dc54d3141326753a,WhitelistUser031,0
0xCFABEed76774D375116eA86901c917e3097E56a3,0x8301c26223f08c3eb0b00324d70404905f41a8ed1ebec68bc4a0fc71217522d5,WhitelistUser032,0
0xbA541F440059dAFa8A7Bcd43BEaD88FF5cab0CD2,0xb75b99a7f5ae09d7b502306faf69967ea3a432ed058e53b1a8b4f1cf5a9961ac,WhitelistUser033,0
0x687D2948429581e35b2D7b2f2DB4d85474ab96b6,0x236483b4bf19b206a28b3959bc2f7c38de7d64ee986712cb021a74c03683d8a0,WhitelistUser034,0
0xBd3085332E7c1CA58Bf22Fb52502Cf8851dD1EAa,0xe51f9a7a9e95c56cc49ed668e5a0fd8089ff30ab5571a1981f4b38bfba99e7d3,WhitelistUser035,0
0xA5824dA77a4226fA5e8a9119F2917EB5fE05e54b,0xace335cf8ca61be1bc365a952bcd23d57671073b90cb96708a44a5417982970c,WhitelistUser036,0
0x6d7215673f4582Fe1584543dfe971EF6504c0534,0x0b3bed966cb78233d95565cde86a73dd999ca655eff77293faaa2cd84b8f1100,WhitelistUser037,0
0x75a51435F51F867a8f3827a78F008a2Ee8148dB0,0x552b92da95e84dadf16e4e6b441b2d08b9668551206bdd77b156e2b983cd20b5,WhitelistUser038,0
0xB6cE0FB6fD875920CB8f0C7C0307feEEf576CcF9,0x2bbe71952c4be1da74d0e1a70caf77da4463a854965e0d9c03bf6760479db393,WhitelistUser039,0
0x5A8c38FeeA7Bb73e7B0D27EfF2EC58d068363445,0x2451f4e9867919548dc6aa6d6afbefc9b0b27aecf3bc31f80a113e4f1953fc78,WhitelistUser040,0
0x2cA63B04e44E97Bd3634b456Cad381A868956e85,0xb24e790178727b616af6ed9911b55dd68e4f3c422a57acf8e810f0fd2ffd5f55,WhitelistUser041,0
0xc8486ACe51e71a99c7d83BB32D3D4489b16F2942,0x239d570deefacdc29b755ddeb5ea6de75fafae4f4609ab481f2ca2eb39e51c45,WhitelistUser042,0
0x43DAea311D02ACeE605C7E59979faa0c6C527501,0x9e703bd001d45616590caf1fba681cab0a5ebbfa796f67e50b9425493c6ff000,WhitelistUser043,0
0xD4a5da27102FCfAc5E3dAd772D185B1bcEBFDD45,0x49881a39abebf84246162d2589c11e4e2e1fbfe085fe2da9d0facf4b43983bcc,WhitelistUser044,0
0xDb10fDCf76c9dAE50e35A3BB9346E0B87366703f,0x31b9fd0067f76ced90eda2d52b2290242b696917af9850d0fb3d2a01813a742e,WhitelistUser045,0
0xBC22296D66A868A64Ca9e4e870122F509B0394cC,0xfdce445f5cfafd4370a4ccd4664b0d12b4c4b9ea9a3befdf28ffb6774a2de3b0,WhitelistUser046,0
0xdD8606E95D25a37CF4400Cbf0aeBDc7359FB988a,0x61bbdeb0c67b817dca08bee829729ad3299e5c9e312d7b5d6368d0107a66e0fe,WhitelistUser047,0
0x8d50d883bFDD478BdCF37Bb2da067DF5aF5fda62,0x0ebba084099284ac0671bbeb865c0bff2dca89f04c5c719dbb7ed22311b6a405,WhitelistUser048,0
0x8B10E16859eD81e8f463b578D7Faeb0fC7f23184,0x5f498272d6a671398e26f62fe0c57b1e854b3b25493569f81a9e399d8c29ca49,WhitelistUser049,0
0x277e4Ef506E3916fef6Fb3402Ce774c6bADbBd3B,0xc43de1a0f6b2e1f376d6fa6348f5e99a2376042dc05cb16e36817fe5416760f1,WhitelistUser050,0
